NAME,NUMBER OF RECORD SETS,MAX NUMBER OF RECORD SETS,NUMBER OF VIRTUAL NETWORK LINKS,NUMBER OF VIRTUAL NETWORK LINKS WITH AUTO REGISTRATION ENABLED,RESOURCE GROUP,SUBSCRIPTION,RESOURCE LINK
"az104lab.internal","1","25000","1 / 1000","1 / 100","99-f1d3bfe4-create-and-configure-vnet-peering-in-a","P4-Real Hands-On Labs","https://portal.azure.com#resource/subscriptions/0cfe2870-d256-4119-b0a3-16293ac11bdc/resourceGroups/99-f1d3bfe4-create-and-configure-vnet-peering-in-a/providers/Microsoft.Network/privateDnsZones/az104lab.internal"
