NAME,SUBSCRIPTION,LOCATION,RESOURCE LINK
"99-f1d3bfe4-create-and-configure-vnet-peering-in-a","P4-Real Hands-On Labs","South Central US","https://portal.azure.com#resource/subscriptions/0cfe2870-d256-4119-b0a3-16293ac11bdc/resourceGroups/99-f1d3bfe4-create-and-configure-vnet-peering-in-a"
